web-scraper-order,web-scraper-start-url,Prix,Nom,Adresse,Image,Image-href
"1752762823-340","https://sn.coinafrique.com/categorie/moutons?page=12","250CFA","Mouton","Guediawaye, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2438149"
"1752762823-341","https://sn.coinafrique.com/categorie/moutons?page=12","900 000CFA","Mouton","Louga, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2437751"
"1752762823-342","https://sn.coinafrique.com/categorie/moutons?page=12","900 000CFA","Mouton","Louga, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2437286"
"1752762823-343","https://sn.coinafrique.com/categorie/moutons?page=12","160 000CFA","Mouton","Bambey, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2436968"
"1752762823-344","https://sn.coinafrique.com/categorie/moutons?page=12","600 000CFA","Moutons","Keur Massar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-2436209"
"1752762823-345","https://sn.coinafrique.com/categorie/moutons?page=12","150 000CFA","Mouton","Guediawaye, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2436197"
"1752762823-346","https://sn.coinafrique.com/categorie/moutons?page=12","450 000CFA","Mouton","Keur Massar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2435561"
"1752762823-347","https://sn.coinafrique.com/categorie/moutons?page=12","350 000CFA","Mouton tabaski","Dieuppeul-Derklé, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-tabaski-2435322"
"1752762823-348","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Moutons de  tabaski","Sicap Liberté, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-de-tabaski-2434734"
"1752762823-349","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Mouton","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2434190"
"1752762823-350","https://sn.coinafrique.com/categorie/moutons?page=12","300 000CFA","Mouton","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2433273"
"1752762823-351","https://sn.coinafrique.com/categorie/moutons?page=12","350 000CFA","Mouton","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2433258"
"1752762823-352","https://sn.coinafrique.com/categorie/moutons?page=12","350 000CFA","Mouton","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2433249"
"1752762823-353","https://sn.coinafrique.com/categorie/moutons?page=12","120 000CFA","Mouton","Guediawaye, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2432088"
"1752762823-354","https://sn.coinafrique.com/categorie/moutons?page=12","130 000CFA","Mouton","Guediawaye, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2432085"
"1752762823-355","https://sn.coinafrique.com/categorie/moutons?page=12","160CFA","Mouton","Guediawaye, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2431461"
"1752762823-356","https://sn.coinafrique.com/categorie/moutons?page=12","180CFA","Moutons","Guediawaye, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-2431453"
"1752762823-357","https://sn.coinafrique.com/categorie/moutons?page=12","350CFA","Mouton","Guediawaye, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2431439"
"1752762823-358","https://sn.coinafrique.com/categorie/moutons?page=12","195 000CFA","Moutons","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-2431074"
"1752762823-359","https://sn.coinafrique.com/categorie/moutons?page=12","400 000CFA","Mouton","Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2429932"
"1752762823-360","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Mouton","Biscuiterie, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2429746"
"1752762823-361","https://sn.coinafrique.com/categorie/moutons?page=12","500 000CFA","Mouton","Ouakam, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2429176"
"1752762823-362","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Mouton","Dakar-Plateau, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2428888"
"1752762823-363","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Mouton","Dakar-Plateau, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2428886"
"1752762823-364","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Mouton","Dakar-Plateau, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2428884"
"1752762823-365","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Moutons","Dakar-Plateau, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-2428879"
"1752762823-366","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Mouton","Dakar-Plateau, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2428876"
"1752762823-367","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Mouton","Dakar-Plateau, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2428874"
"1752762823-368","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Moutons","Dakar-Plateau, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-2428870"
"1752762823-369","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Moutons","Sicap Liberté, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-2428685"
"1752762823-370","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Moutons Tabaski","Grand Yoff, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-tabaski-2428640"
"1752762823-371","https://sn.coinafrique.com/categorie/moutons?page=12","270CFA","Mouton","Fann, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2428521"
"1752762823-372","https://sn.coinafrique.com/categorie/moutons?page=12","285 000CFA","Moutons","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-2428203"
"1752762823-373","https://sn.coinafrique.com/categorie/moutons?page=12","950 000CFA","Mouton","Yoff, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2427908"
"1752762823-374","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Béliers","Parcelle Assainies, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/beliers-2427663"
"1752762823-375","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Mouton","Sicap Liberté, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2427580"
"1752762823-376","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Mouton","Guediawaye, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2427314"
"1752762823-377","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Mouton","Fann, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2427030"
"1752762823-378","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Mouton","Biscuiterie, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2426804"
"1752762823-379","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Mouton","Biscuiterie, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2426800"
"1752762823-380","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Mouton","Biscuiterie, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2426796"
"1752762823-381","https://sn.coinafrique.com/categorie/moutons?page=12","285 000CFA","Moutons","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-2426276"
"1752762823-382","https://sn.coinafrique.com/categorie/moutons?page=12","170 000CFA","Moutons","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-2426238"
"1752762823-383","https://sn.coinafrique.com/categorie/moutons?page=12","350 000CFA","Mouton","Ouakam, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2425621"
"1752762823-384","https://sn.coinafrique.com/categorie/moutons?page=12","500 000CFA","Béliers","Bambey, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/beliers-2425600"
"1752762823-385","https://sn.coinafrique.com/categorie/moutons?page=12","700 000CFA","Mouton","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2425102"
"1752762823-386","https://sn.coinafrique.com/categorie/moutons?page=12","300 000CFA","Mouton","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2425084"
"1752762823-387","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Mouton","Parcelle Assainies, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2424899"
"1752762823-388","https://sn.coinafrique.com/categorie/moutons?page=12","175 000CFA","Moutons tabaski","Fatick, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-tabaski-2424319"
"1752762823-389","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Mouton","Dieuppeul-Derklé, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2423468"
"1752762823-390","https://sn.coinafrique.com/categorie/moutons?page=12","250 000CFA","Mouton","Rufisque, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2423440"
"1752762823-391","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Mouton","Dieuppeul-Derklé, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2423409"
"1752762823-392","https://sn.coinafrique.com/categorie/moutons?page=12","285CFA","Mouton","Parcelle Assainies, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2423384"
"1752762823-393","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Moutons","Louga, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-2421015"
"1752762823-394","https://sn.coinafrique.com/categorie/moutons?page=12","275 000CFA","Mouton de tabaski","Diourbel, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-2420371"
"1752762823-395","https://sn.coinafrique.com/categorie/moutons?page=12","350 000CFA","Mouton Tabaski","Parcelle Assainies, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-tabaski-2420124"
"1752762823-396","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Mouton","Biscuiterie, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2419765"
"1752762823-397","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Mouton","Biscuiterie, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2419760"
"1752762823-398","https://sn.coinafrique.com/categorie/moutons?page=12","Prix sur demande","Mouton","Biscuiterie, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2419757"
"1752762826-399","https://sn.coinafrique.com/categorie/moutons?page=11","800 000CFA","Mouton","Saint-Louis, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2495384"
"1752762826-400","https://sn.coinafrique.com/categorie/moutons?page=11","150 000CFA","Moutons","Dieuppeul-Derklé, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2494553"
"1752762826-401","https://sn.coinafrique.com/categorie/moutons?page=11","950 000CFA","Mouton","Thies, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2493619"
"1752762826-402","https://sn.coinafrique.com/categorie/moutons?page=11","180 000CFA","Mouton","Hann Bel-Air, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2491349"
"1752762826-403","https://sn.coinafrique.com/categorie/moutons?page=11","275 000CFA","Mouton","Sicap Liberté, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2488569"
"1752762826-404","https://sn.coinafrique.com/categorie/moutons?page=11","650 000CFA","Mouton","Dakar Plateau, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2487484"
"1752762826-405","https://sn.coinafrique.com/categorie/moutons?page=11","200 000CFA","Moutons","Hann Bel-Air, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2487408"
"1752762826-406","https://sn.coinafrique.com/categorie/moutons?page=11","120 000CFA","Mouton","Mbao, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2487271"
"1752762826-407","https://sn.coinafrique.com/categorie/moutons?page=11","190 000CFA","Mouton","Mbao, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2486092"
"1752762826-408","https://sn.coinafrique.com/categorie/moutons?page=11","Prix sur demande","Mouton","Rufisque, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2484036"
"1752762826-409","https://sn.coinafrique.com/categorie/moutons?page=11","Prix sur demande","Mouton","Rufisque, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2484035"
"1752762826-410","https://sn.coinafrique.com/categorie/moutons?page=11","Prix sur demande","Mouton","Rufisque, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2484034"
"1752762826-411","https://sn.coinafrique.com/categorie/moutons?page=11","Prix sur demande","Mouton","Rufisque, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2484033"
"1752762826-412","https://sn.coinafrique.com/categorie/moutons?page=11","Prix sur demande","Mouton","Rufisque, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2484032"
"1752762826-413","https://sn.coinafrique.com/categorie/moutons?page=11","Prix sur demande","Moutons","Fass, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2482759"
"1752762826-414","https://sn.coinafrique.com/categorie/moutons?page=11","300 000CFA","Mouton","Yoff, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2482666"
"1752762826-415","https://sn.coinafrique.com/categorie/moutons?page=11","299 999CFA","Moutons","Grand Yoff, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2482541"
"1752762826-416","https://sn.coinafrique.com/categorie/moutons?page=11","Prix sur demande","Mouton","Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2482513"
"1752762826-417","https://sn.coinafrique.com/categorie/moutons?page=11","210 000CFA","Mouton élevage","Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-elevage-2482497"
"1752762826-418","https://sn.coinafrique.com/categorie/moutons?page=11","210 000CFA","Mouton","Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2482469"
"1752762826-419","https://sn.coinafrique.com/categorie/moutons?page=11","200 000CFA","Mouton","Ouest Foire, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2482461"
"1752762826-420","https://sn.coinafrique.com/categorie/moutons?page=11","250 000CFA","Mouton","Ouest Foire, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2482438"
"1752762826-421","https://sn.coinafrique.com/categorie/moutons?page=11","180 000CFA","Moutons","Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2482386"
"1752762826-422","https://sn.coinafrique.com/categorie/moutons?page=11","135CFA","Moutons","Yoff, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2482334"
"1752762826-423","https://sn.coinafrique.com/categorie/moutons?page=11","150 000CFA","Mouton","Yoff, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2482245"
"1752762826-424","https://sn.coinafrique.com/categorie/moutons?page=11","185 000CFA","Mouton","Yoff, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2482210"
"1752762826-425","https://sn.coinafrique.com/categorie/moutons?page=11","500 000CFA","Mouton","Guediawaye, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2480332"
"1752762826-426","https://sn.coinafrique.com/categorie/moutons?page=11","Prix sur demande","Mouton","Sicap Liberté, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2480286"
"1752762826-427","https://sn.coinafrique.com/categorie/moutons?page=11","Prix sur demande","Mouton","Sicap Liberté, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2480284"
"1752762826-428","https://sn.coinafrique.com/categorie/moutons?page=11","Prix sur demande","Mouton","Sicap Liberté, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2480280"
"1752762826-429","https://sn.coinafrique.com/categorie/moutons?page=11","125 000CFA","Mouton","Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2480059"
"1752762826-430","https://sn.coinafrique.com/categorie/moutons?page=11","350 000CFA","Moutons","Thies, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2479813"
"1752762826-431","https://sn.coinafrique.com/categorie/moutons?page=11","500 000CFA","Mouton","Medina, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2479050"
"1752762826-432","https://sn.coinafrique.com/categorie/moutons?page=11","325 000CFA","Moutons","Guediawaye, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2478871"
"1752762826-433","https://sn.coinafrique.com/categorie/moutons?page=11","350 000CFA","Mouton","Guediawaye, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2478859"
"1752762826-434","https://sn.coinafrique.com/categorie/moutons?page=11","135 000CFA","Mouton","Sicap Liberté, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2476451"
"1752762826-435","https://sn.coinafrique.com/categorie/moutons?page=11","135 000CFA","Mouton","Sicap Liberté, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2476442"
"1752762826-436","https://sn.coinafrique.com/categorie/moutons?page=11","185 000CFA","Mouton","Sicap Liberté, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2476438"
"1752762826-437","https://sn.coinafrique.com/categorie/moutons?page=11","Prix sur demande","Mouton","Sicap Liberté, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2476432"
"1752762826-438","https://sn.coinafrique.com/categorie/moutons?page=11","175 000CFA","Mouton","Sicap Liberté, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2476429"
"1752762826-439","https://sn.coinafrique.com/categorie/moutons?page=11","135 000CFA","Mouton","Sicap Liberté, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2476426"
"1752762826-440","https://sn.coinafrique.com/categorie/moutons?page=11","225 000CFA","Moutons","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2474476"
"1752762826-441","https://sn.coinafrique.com/categorie/moutons?page=11","400 000CFA","Mouton","Patte d'oie, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2472372"
"1752762826-442","https://sn.coinafrique.com/categorie/moutons?page=11","500 000CFA","Moutons","Patte d'oie, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2472365"
"1752762826-443","https://sn.coinafrique.com/categorie/moutons?page=11","400 000CFA","Mouton","Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2470369"
"1752762826-444","https://sn.coinafrique.com/categorie/moutons?page=11","2 300 000CFA","Mouton","Keur Massar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2470033"
"1752762826-445","https://sn.coinafrique.com/categorie/moutons?page=11","Prix sur demande","Mouton","Pikine, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2469630"
"1752762826-446","https://sn.coinafrique.com/categorie/moutons?page=11","100 000CFA","Moutons","Hann Bel-Air, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2469403"
"1752762826-447","https://sn.coinafrique.com/categorie/moutons?page=11","290 000CFA","Mouton","Rufisque, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2468117"
"1752762826-448","https://sn.coinafrique.com/categorie/moutons?page=11","290 000CFA","Mouton","Rufisque, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2468111"
"1752762826-449","https://sn.coinafrique.com/categorie/moutons?page=11","Prix sur demande","Mouton Ladoum","Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-ladoum-2466736"
"1752762826-450","https://sn.coinafrique.com/categorie/moutons?page=11","140 000CFA","Moutons","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2465523"
"1752762826-451","https://sn.coinafrique.com/categorie/moutons?page=11","270CFA","Mouton","Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2465473"
"1752762826-452","https://sn.coinafrique.com/categorie/moutons?page=11","250 000CFA","Mouton","Ouest Foire, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2463969"
"1752762826-453","https://sn.coinafrique.com/categorie/moutons?page=11","Prix sur demande","Moutons","Sicap-Liberté, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2463888"
"1752762826-454","https://sn.coinafrique.com/categorie/moutons?page=11","160CFA","Mouton","Guediawaye, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2461865"
"1752762826-455","https://sn.coinafrique.com/categorie/moutons?page=11","225 000CFA","Moutons de tabaski","Guediawaye, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-de-tabaski-2458672"
"1752762826-456","https://sn.coinafrique.com/categorie/moutons?page=11","350 000CFA","Mouton","Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2458179"
"1752762826-457","https://sn.coinafrique.com/categorie/moutons?page=11","Prix sur demande","Mouton","Fass, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-2458174"
"1752762826-458","https://sn.coinafrique.com/categorie/moutons?page=11","650 000CFA","Moutons","Saint Louis, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2457949"
"1752762826-459","https://sn.coinafrique.com/categorie/moutons?page=11","160CFA","Moutons","Fann, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2457270"
"1752762826-460","https://sn.coinafrique.com/categorie/moutons?page=11","350CFA","Mouton de tabaski","Fann, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/mouton-de-tabaski-2457261"
"1752762826-461","https://sn.coinafrique.com/categorie/moutons?page=11","130 000CFA","Moutons","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border4années","https://sn.coinafrique.com/annonce/moutons/moutons-2456586"
"1752762826-462","https://sn.coinafrique.com/categorie/moutons?page=11","175 000CFA","Moutons","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-2454786"
"1752762826-463","https://sn.coinafrique.com/categorie/moutons?page=11","250 000CFA","Grand moutons","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/grand-moutons-2454760"
"1752762826-464","https://sn.coinafrique.com/categorie/moutons?page=11","220 000CFA","Moutons","HLM, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-2454690"
"1752762826-465","https://sn.coinafrique.com/categorie/moutons?page=11","160 000CFA","Moutons","Bambey, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-2454117"
"1752762826-466","https://sn.coinafrique.com/categorie/moutons?page=11","130 000CFA","Moutons","Louga, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-2453976"
"1752762826-467","https://sn.coinafrique.com/categorie/moutons?page=11","175 000CFA","Mouton","Louga, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2453971"
"1752762826-468","https://sn.coinafrique.com/categorie/moutons?page=11","175 000CFA","Moutons","Louga, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-2453961"
"1752762826-469","https://sn.coinafrique.com/categorie/moutons?page=11","Prix sur demande","Moutons","Ziguinchor, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-2451981"
"1752762826-470","https://sn.coinafrique.com/categorie/moutons?page=11","150 000CFA","Mouton","Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2451810"
"1752762826-471","https://sn.coinafrique.com/categorie/moutons?page=11","180CFA","Mouton","Guediawaye, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2451375"
"1752762826-472","https://sn.coinafrique.com/categorie/moutons?page=11","Prix sur demande","Moutons","Louga, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-2451346"
"1752762826-473","https://sn.coinafrique.com/categorie/moutons?page=11","Prix sur demande","Moutons","Louga, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-2451342"
"1752762826-474","https://sn.coinafrique.com/categorie/moutons?page=11","900 000CFA","Moutons ladoum","Louga, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-ladoum-2450594"
"1752762826-475","https://sn.coinafrique.com/categorie/moutons?page=11","900 000CFA","Moutons  ladoum","Louga, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-ladoum-2450252"
"1752762826-476","https://sn.coinafrique.com/categorie/moutons?page=11","Prix sur demande","Moutons","Parcelle Assainies, Dakar, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/moutons-2448823"
"1752762826-477","https://sn.coinafrique.com/categorie/moutons?page=11","400 000CFA","Mouton","Diourbel, Sénégal","favorite_border5années","https://sn.coinafrique.com/annonce/moutons/mouton-2448559"
