web-scraper-order,web-scraper-start-url,Prix,Nom,Adresse,Image,Image-href
"1752762527-127","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Prix sur demande","Oiseaux exotiques","Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/oiseaux-exotiques-3773129"
"1752762527-128","https://sn.coinafrique.com/categorie/autres-animaux?page=4","130 000CFA","Paire Oie","Guediawaye, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/paire-oie-3763969"
"1752762527-129","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Prix sur demande","Canard","Diamniadio, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/canard-3761752"
"1752762527-130","https://sn.coinafrique.com/categorie/autres-animaux?page=4","5 000CFA","Sacs de foin - Ngogne","Saint Louis, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/sacs-de-foin-ngogne-3747916"
"1752762527-131","https://sn.coinafrique.com/categorie/autres-animaux?page=4","25 000CFA","Couple cochons d'inde","Sacré-Coeur, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/couple-cochons-dinde-3738425"
"1752762527-132","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Prix sur demande","Vache","Niaga, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/vache-3734952"
"1752762527-133","https://sn.coinafrique.com/categorie/autres-animaux?page=4","65 000CFA","Oie","Niaga, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/oie-3719072"
"1752762527-134","https://sn.coinafrique.com/categorie/autres-animaux?page=4","12 000CFA","Perruches ondulées","Guediawaye, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-3693176"
"1752762527-135","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Prix sur demande","Boeuf","Niaga, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3691179"
"1752762527-136","https://sn.coinafrique.com/categorie/autres-animaux?page=4","15 000CFA","Hamster","Mbao, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3689324"
"1752762527-137","https://sn.coinafrique.com/categorie/autres-animaux?page=4","15 000CFA","Paire colverts de Rouen","Mboro, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/paire-colverts-de-rouen-3686752"
"1752762527-138","https://sn.coinafrique.com/categorie/autres-animaux?page=4","160 000CFA","Chaton Angora","Fann, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-3681874"
"1752762527-139","https://sn.coinafrique.com/categorie/autres-animaux?page=4","2 000CFA","Caille","Sicap foire, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/caille-3679001"
"1752762527-140","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Prix sur demande","Perroquet grand Haras","Yoff, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-grand-haras-3672216"
"1752762527-141","https://sn.coinafrique.com/categorie/autres-animaux?page=4","375 000CFA","Chaton siamois","Fann, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-3671821"
"1752762527-142","https://sn.coinafrique.com/categorie/autres-animaux?page=4","900 000CFA","Boeufs","Niaga, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/boeufs-3651241"
"1752762527-143","https://sn.coinafrique.com/categorie/autres-animaux?page=4","450 000CFA","Oie géant","Mbour, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/oie-geant-3646953"
"1752762527-144","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Prix sur demande","Boeuf","Niaga, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3645463"
"1752762527-145","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Prix sur demande","Boeuf","Niaga, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-3645462"
"1752762527-146","https://sn.coinafrique.com/categorie/autres-animaux?page=4","130 000CFA","Chaton Angora","Fann, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-3634435"
"1752762527-147","https://sn.coinafrique.com/categorie/autres-animaux?page=4","15 000CFA","Hamster","Mbao, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3615764"
"1752762527-148","https://sn.coinafrique.com/categorie/autres-animaux?page=4","15 000CFA","Cochons","Mbour, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/cochons-3614166"
"1752762527-149","https://sn.coinafrique.com/categorie/autres-animaux?page=4","1 000 000CFA","Taurillon laitier","Sicap Liberté, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/taurillon-laitier-3613432"
"1752762527-150","https://sn.coinafrique.com/categorie/autres-animaux?page=4","400 000CFA","Chatons","Fann, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/chatons-3613416"
"1752762527-151","https://sn.coinafrique.com/categorie/autres-animaux?page=4","8 000CFA","Caille","Kaolack, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/caille-3607957"
"1752762527-152","https://sn.coinafrique.com/categorie/autres-animaux?page=4","500CFA","Poussin caille","Parcelle Assainies, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/poussin-caille-3576048"
"1752762527-153","https://sn.coinafrique.com/categorie/autres-animaux?page=4","20 000CFA","Dinde mâle","Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/dinde-male-3575899"
"1752762527-154","https://sn.coinafrique.com/categorie/autres-animaux?page=4","35 000CFA","Poussins  d’oies","Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/poussins-doies-3569402"
"1752762527-155","https://sn.coinafrique.com/categorie/autres-animaux?page=4","500 000CFA","Cheval","Saint Louis, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3569117"
"1752762527-156","https://sn.coinafrique.com/categorie/autres-animaux?page=4","900 000CFA","Bœufs","Bambey, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3544114"
"1752762527-157","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Prix sur demande","Jeune cheval","Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/jeune-cheval-3526170"
"1752762527-158","https://sn.coinafrique.com/categorie/autres-animaux?page=4","15 000CFA","Hamsters","Mbao, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/hamsters-3525591"
"1752762527-159","https://sn.coinafrique.com/categorie/autres-animaux?page=4","150 000CFA","Bouc Espagnol","Louga, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/bouc-espagnol-3523752"
"1752762527-160","https://sn.coinafrique.com/categorie/autres-animaux?page=4","45 000CFA","Cochon dinde","Thies, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/cochon-dinde-3520084"
"1752762527-161","https://sn.coinafrique.com/categorie/autres-animaux?page=4","45 000CFA","Cochon dinde","Thies, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/cochon-dinde-3520078"
"1752762527-162","https://sn.coinafrique.com/categorie/autres-animaux?page=4","45 000CFA","Cochon dinde","Thies, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/cochon-dinde-3520065"
"1752762527-163","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Prix sur demande","Cheval","Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/cheval-3515231"
"1752762527-164","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Prix sur demande","Chat persan chinchilla","Fann-Point E-Amitié, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-chinchilla-3515163"
"1752762527-165","https://sn.coinafrique.com/categorie/autres-animaux?page=4","300 000CFA","Bœufs","Dieuppeul-Derklé, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3509381"
"1752762527-166","https://sn.coinafrique.com/categorie/autres-animaux?page=4","15 000CFA","Hamster","Mbao, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/hamster-3502571"
"1752762527-167","https://sn.coinafrique.com/categorie/autres-animaux?page=4","350 000CFA","Paon","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/paon-3500261"
"1752762527-168","https://sn.coinafrique.com/categorie/autres-animaux?page=4","20 000CFA","Oies de toulouse","Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/oies-de-toulouse-3496368"
"1752762527-169","https://sn.coinafrique.com/categorie/autres-animaux?page=4","900 000CFA","Bœuf","Bambey, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/buf-3492877"
"1752762527-170","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Prix sur demande","Dindes","Parcelle Assainies, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/dindes-3474757"
"1752762527-171","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Prix sur demande","Chaton siamois","Grand Dakar, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-3450631"
"1752762527-172","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Prix sur demande","Bœufs","Louga, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3448056"
"1752762527-173","https://sn.coinafrique.com/categorie/autres-animaux?page=4","90 000CFA","Couple dinde rouge","Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/couple-dinde-rouge-3425196"
"1752762527-174","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Prix sur demande","Canards","Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/canards-3422543"
"1752762527-175","https://sn.coinafrique.com/categorie/autres-animaux?page=4","100 000CFA","Paire d'oie","Thies, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/paire-doie-3418166"
"1752762527-176","https://sn.coinafrique.com/categorie/autres-animaux?page=4","450 000CFA","Oies de toulouse","Mbour, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/oies-de-toulouse-3413662"
"1752762527-177","https://sn.coinafrique.com/categorie/autres-animaux?page=4","2 000CFA","Cailles","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3405018"
"1752762527-178","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Prix sur demande","Perruches","Guediawaye, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/perruches-3395087"
"1752762527-179","https://sn.coinafrique.com/categorie/autres-animaux?page=4","450 000CFA","Trio de paon bleu","Mbao, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/trio-de-paon-bleu-3389732"
"1752762527-180","https://sn.coinafrique.com/categorie/autres-animaux?page=4","300 000CFA","Paon bleu adulte","Keur Massar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/paon-bleu-adulte-3372722"
"1752762527-181","https://sn.coinafrique.com/categorie/autres-animaux?page=4","1 500CFA","Cailles","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/cailles-3371486"
"1752762527-182","https://sn.coinafrique.com/categorie/autres-animaux?page=4","500 000CFA","Bœuf","Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/buf-3369906"
"1752762527-183","https://sn.coinafrique.com/categorie/autres-animaux?page=4","20 000CFA","Couple hermine","Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/couple-hermine-3369362"
"1752762527-184","https://sn.coinafrique.com/categorie/autres-animaux?page=4","2 000CFA","Caille","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/caille-3360468"
"1752762527-185","https://sn.coinafrique.com/categorie/autres-animaux?page=4","300 000CFA","Autruchon","Guediawaye, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/autruchon-3357168"
"1752762527-186","https://sn.coinafrique.com/categorie/autres-animaux?page=4","250 000CFA","Veaux","Dieuppeul-Derklé, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3350491"
"1752762527-187","https://sn.coinafrique.com/categorie/autres-animaux?page=4","2 500 000CFA","Taureaux Holstein","Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/taureaux-holstein-3348822"
"1752762527-188","https://sn.coinafrique.com/categorie/autres-animaux?page=4","2 200 000CFA","Géniteur Holstein","Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/geniteur-holstein-3348819"
"1752762527-189","https://sn.coinafrique.com/categorie/autres-animaux?page=4","100 000CFA","Carpe Koï","Dakar Plateau, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/carpe-koi-3345713"
"1752762527-190","https://sn.coinafrique.com/categorie/autres-animaux?page=4","40 000CFA","Chaton","Almadies, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/chaton-3341213"
"1752762527-191","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Prix sur demande","Perruches","Guediawaye, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/perruches-3336754"
"1752762527-192","https://sn.coinafrique.com/categorie/autres-animaux?page=4","250 000CFA","Veaux","Dieuppeul-Derklé, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3335012"
"1752762527-193","https://sn.coinafrique.com/categorie/autres-animaux?page=4","1 200 000CFA","Bœuf","Guediawaye, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/buf-3330908"
"1752762527-194","https://sn.coinafrique.com/categorie/autres-animaux?page=4","24 000CFA","Perruche","Hann Bel-Air, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/perruche-3321530"
"1752762527-195","https://sn.coinafrique.com/categorie/autres-animaux?page=4","400CFA","Cailleteaux","Parcelle Assainies, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/cailleteaux-3319946"
"1752762527-196","https://sn.coinafrique.com/categorie/autres-animaux?page=4","2 500CFA","Caille","Parcelle Assainies, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/caille-3319937"
"1752762527-197","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Prix sur demande","Veaux","Dieuppeul-Derklé, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/veaux-3318063"
"1752762527-198","https://sn.coinafrique.com/categorie/autres-animaux?page=4","100 000CFA","Oie guinéen","Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/oie-guineen-3316816"
"1752762527-199","https://sn.coinafrique.com/categorie/autres-animaux?page=4","90 000CFA","Oie gardien","Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/oie-gardien-3316810"
"1752762527-200","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Prix sur demande","Chèvre mâle","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/chevre-male-3315646"
"1752762527-201","https://sn.coinafrique.com/categorie/autres-animaux?page=4","600 000CFA","Vache","Niaga, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/vache-3287171"
"1752762527-202","https://sn.coinafrique.com/categorie/autres-animaux?page=4","600 000CFA","Vache","Niaga, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/vache-3287170"
"1752762527-203","https://sn.coinafrique.com/categorie/autres-animaux?page=4","130 000CFA","Oies adultes","Guediawaye, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/oies-adultes-3273490"
"1752762527-204","https://sn.coinafrique.com/categorie/autres-animaux?page=4","450 000CFA","Taureau","Parcelle Assainies, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/taureau-3271377"
"1752762527-205","https://sn.coinafrique.com/categorie/autres-animaux?page=4","740 000CFA","Taureau","Dieuppeul-Derklé, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/taureau-3269989"
"1752762527-206","https://sn.coinafrique.com/categorie/autres-animaux?page=4","740 000CFA","Taureau","Dieuppeul-Derklé, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/taureau-3263210"
"1752762527-207","https://sn.coinafrique.com/categorie/autres-animaux?page=4","12 000CFA","Poisson aquarium","Dakar Plateau, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/poisson-aquarium-3256827"
"1752762527-208","https://sn.coinafrique.com/categorie/autres-animaux?page=4","Prix sur demande","Chaton","Mermoz-Sacré Coeur, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/chaton-3254310"
"1752762527-209","https://sn.coinafrique.com/categorie/autres-animaux?page=4","740 000CFA","Bœufs","Dieuppeul-Derklé, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/bufs-3253864"
"1752762527-210","https://sn.coinafrique.com/categorie/autres-animaux?page=4","15 000CFA","Perruche ondulée","Point E, Dakar, Sénégal","favorite_border3années","https://sn.coinafrique.com/annonce/autres-animaux/perruche-ondulee-3243586"
"1752762532-211","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Prix sur demande","Chaton","Ouest Foire, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4365267"
"1752762532-212","https://sn.coinafrique.com/categorie/autres-animaux?page=3","320 000CFA","Taureau","Rufisque, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/taureau-4335558"
"1752762532-213","https://sn.coinafrique.com/categorie/autres-animaux?page=3","250 000CFA","Chaton Gimalayen Siamois","Fann, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/chaton-gimalayen-siamois-4333502"
"1752762532-214","https://sn.coinafrique.com/categorie/autres-animaux?page=3","20 000CFA","Perruches ondulées","Point E, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4331659"
"1752762532-215","https://sn.coinafrique.com/categorie/autres-animaux?page=3","60 000CFA","Perroquets","Point E, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/perroquets-4331654"
"1752762532-216","https://sn.coinafrique.com/categorie/autres-animaux?page=3","500CFA","Cailles de chair","Colobane, Dakar, Sénégal","favorite_border1année","https://sn.coinafrique.com/annonce/autres-animaux/cailles-de-chair-4327166"
"1752762532-217","https://sn.coinafrique.com/categorie/autres-animaux?page=3","50 000CFA","Poussins d'autruche","Bambey, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/poussins-dautruche-4292496"
"1752762532-218","https://sn.coinafrique.com/categorie/autres-animaux?page=3","60 000CFA","Chat tigré","Rufisque, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/chat-tigre-4290090"
"1752762532-219","https://sn.coinafrique.com/categorie/autres-animaux?page=3","60 000CFA","Chat tigré","Rufisque, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/chat-tigre-4290086"
"1752762532-220","https://sn.coinafrique.com/categorie/autres-animaux?page=3","30 000CFA","Canard","Guediawaye, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/canard-4251761"
"1752762532-221","https://sn.coinafrique.com/categorie/autres-animaux?page=3","40 000CFA","Autruche","Bambey, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/autruche-4274068"
"1752762532-222","https://sn.coinafrique.com/categorie/autres-animaux?page=3","500 000CFA","Chatons persans chinchilla golden shaded","Sicap Liberté, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/chatons-persans-chinchilla-golden-shaded-4268926"
"1752762532-223","https://sn.coinafrique.com/categorie/autres-animaux?page=3","650 000CFA","Chat persan chinchilla blue golden shaded","Sicap Liberté, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-chinchilla-blue-golden-shaded-4268866"
"1752762532-224","https://sn.coinafrique.com/categorie/autres-animaux?page=3","500 000CFA","Chat persan chinchilla golden shaded","Sicap Liberté, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/chat-persan-chinchilla-golden-shaded-4268857"
"1752762532-225","https://sn.coinafrique.com/categorie/autres-animaux?page=3","20 000CFA","Perruches ondulées","Dieuppeul-Derklé, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/perruches-ondulees-4268218"
"1752762532-226","https://sn.coinafrique.com/categorie/autres-animaux?page=3","45 000CFA","Oies","Thies, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/oies-4263743"
"1752762532-227","https://sn.coinafrique.com/categorie/autres-animaux?page=3","7 500CFA","Poissons aquariums","Dakar Plateau, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquariums-4258053"
"1752762532-228","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Prix sur demande","Chaton","Ouest Foire, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/chaton-4254477"
"1752762532-229","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Prix sur demande","Paon","Yoff, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/paon-4250701"
"1752762532-230","https://sn.coinafrique.com/categorie/autres-animaux?page=3","30 000CFA","Perruche","Point E, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/perruche-4236158"
"1752762532-231","https://sn.coinafrique.com/categorie/autres-animaux?page=3","400CFA","Paon","Touba, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/paon-4226444"
"1752762532-232","https://sn.coinafrique.com/categorie/autres-animaux?page=3","1 500CFA","Poussins bleus hollandais","Mbao, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/poussins-bleus-hollandais-4223952"
"1752762532-233","https://sn.coinafrique.com/categorie/autres-animaux?page=3","275 000CFA","Chaton Siamois Himalayen","Fann, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-himalayen-4215680"
"1752762532-234","https://sn.coinafrique.com/categorie/autres-animaux?page=3","15 000CFA","Poissons aquarium","Dakar Plateau, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/poissons-aquarium-4213007"
"1752762532-235","https://sn.coinafrique.com/categorie/autres-animaux?page=3","7 000CFA","Cailles","Touba, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/cailles-4208226"
"1752762532-236","https://sn.coinafrique.com/categorie/autres-animaux?page=3","600 000CFA","Boeuf","Bambey, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/boeuf-4196106"
"1752762532-237","https://sn.coinafrique.com/categorie/autres-animaux?page=3","30 000CFA","Perruches","Hann Bel-Air, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/perruches-4194617"
"1752762532-238","https://sn.coinafrique.com/categorie/autres-animaux?page=3","35 000CFA","Perroquet","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-4185842"
"1752762532-239","https://sn.coinafrique.com/categorie/autres-animaux?page=3","14 900CFA","Couple de perruches","Thies, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/couple-de-perruches-4180902"
"1752762532-240","https://sn.coinafrique.com/categorie/autres-animaux?page=3","240 000CFA","Chaton siamois","Sacré-Coeur, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/chaton-siamois-4180282"
"1752762532-241","https://sn.coinafrique.com/categorie/autres-animaux?page=3","45 000CFA","Dinde","Touba, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/dinde-4170236"
"1752762532-242","https://sn.coinafrique.com/categorie/autres-animaux?page=3","100 000CFA","Dindes","Parcelle Assainies, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/dindes-4169875"
"1752762532-243","https://sn.coinafrique.com/categorie/autres-animaux?page=3","100 000CFA","Dindes","Parcelle Assainies, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/dindes-4169870"
"1752762532-244","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Prix sur demande","Hamster doré","Patte d'oie, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/hamster-dore-4169247"
"1752762532-245","https://sn.coinafrique.com/categorie/autres-animaux?page=3","20 000CFA","Perroquet","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/perroquet-4141464"
"1752762532-246","https://sn.coinafrique.com/categorie/autres-animaux?page=3","32 500CFA","Canard colvert","Almadies 2, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/canard-colvert-4141195"
"1752762532-247","https://sn.coinafrique.com/categorie/autres-animaux?page=3","200 000CFA","Chatte persane himalayenne","Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/chatte-persane-himalayenne-4140736"
"1752762532-248","https://sn.coinafrique.com/categorie/autres-animaux?page=3","35 000CFA","Oies","Thies, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/oies-4119270"
"1752762532-249","https://sn.coinafrique.com/categorie/autres-animaux?page=3","15 000CFA","Hamster dorée","Sacré-Coeur, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/hamster-doree-4110101"
"1752762532-250","https://sn.coinafrique.com/categorie/autres-animaux?page=3","180 000CFA","Chèvre sahelienne","Mbour, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/chevre-sahelienne-4103018"
"1752762532-251","https://sn.coinafrique.com/categorie/autres-animaux?page=3","300 000CFA","Chats siamois himalayen","Thies, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/chats-siamois-himalayen-4102440"
"1752762532-252","https://sn.coinafrique.com/categorie/autres-animaux?page=3","180 000CFA","Chaton angora","Fann, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/chaton-angora-4102298"
"1752762532-253","https://sn.coinafrique.com/categorie/autres-animaux?page=3","Prix sur demande","Cheval","Ouakam, Dakar, Sénégal","favorite_border2années","https://sn.coinafrique.com/annonce/autres-animaux/cheval-4092862"
